DistanceToCenter,Total,Living,Kitchen,Repair,RoomsNumber,FurnitureExistence,FloorNumber,Year,NumberOfFloors,RoofType,BuildingType,OverlappingsType,MaterialWalls,PowerСlass,Chute,Playground,Sportsground,PowerSupply,ColdWaterSupply,HotWaterSupply,HeatSupply,GasSupply,WaterDisposal,FireSystem,Id,Adress,Region,City,District,Street,House,Latitude,Longitude,Cost
2377.374249,52,32,8,,2,False,5,1984,5,2,,3,5,,False,True,False,,,,,,,False,141," Иваново,  Октябрьский район, Сибирская 1-я ул,15",Ивановская область, Иваново, Октябрьский, Сибирская 1-я ,15,57.018539,40.973212,2350000
5539.571769,46,33,5,,2,False,4,1973,5,1,,3,5,,False,True,False,,,,,,,False,142," Иваново,  Октябрьский район, Петрозаводская 2-я ул,1а",Ивановская область, Иваново, Октябрьский, Петрозаводская 2-я ,1а,57.0453204,40.9480145,1500000
1703.184749,112,60,18,,3,False,11,2013,14,,,3,5,,False,True,False,,,,,,,False,143," Иваново,  Ленинский район, Колотилова ул,38",Ивановская область, Иваново, Ленинский, Колотилова ,38,56.99564,40.9993501,16000000
5145.135649,41,27,6,,2,False,5,1982,5,2,,3,4,,False,True,False,,,,,,,False,144," Иваново,  Советский район, Санаторная 7-я ул,29",Ивановская область, Иваново, Советский, Санаторная 7-я ,29,56.974108,41.0449089,1550000
4064.30269,33,19,6,,1,False,3,,5,,,,,,False,False,False,,,,,,,False,145," Иваново,  Ленинский район, Строителей пр-кт,116",Ивановская область, Иваново, Ленинский, Строителей пр-кт,116,56.9679671,41.0115708,1700000
1752.65005,46,30,6,,2,False,2,1959,2,1,,1,5,,False,True,False,,,,,,,False,146," Иваново,  Советский район, Окружная 2-я ул,17",Ивановская область, Иваново, Советский, Окружная 2-я ,17,57.006529,40.994697,1000000
1748.430701,31,18,6,,1,False,3,,4,,,,,,False,False,False,,,,,,,False,147," Иваново,  Фрунзенский район, Ташкентская ул,62",Ивановская область, Иваново, Фрунзенский, Ташкентская ,62,56.98171,40.966586,1290000
833.1985459,59,37,8,,3,False,9,1980,10,2,,3,5,,True,True,False,,,,,,,False,148," Иваново,  Фрунзенский район, Богдана Хмельницкого ул,30",Ивановская область, Иваново, Фрунзенский, Богдана Хмельницкого ,30,56.989812,40.969176,2950000
5231.92665,73,49,7,,3,False,1,1953,2,1,,1,5,,False,True,False,,,,,,,False,149," Иваново,  Советский район, Маршала Жаворонкова ул,23",Ивановская область, Иваново, Советский, Маршала Жаворонкова ,23,56.9738698,41.0463081,1500000
3186.221263,43,32,6,,2,False,1,1964,5,1,,3,5,,True,False,False,,,,,,,False,150," Иваново,  Фрунзенский район, Ташкентская ул,95",Ивановская область, Иваново, Фрунзенский, Ташкентская ,95,56.968771,40.9651901,1500000
2424.624944,45,30,6,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,151," Иваново,  Фрунзенский район, Бакинский проезд,84",Ивановская область, Иваново, Фрунзенский, Бакинский проезд,84,56.990151,40.9335566,1600000
1880.335895,42,24,6,,2,False,5,1962,5,1,,3,5,,False,True,False,,,,,,,False,152," Иваново,  Фрунзенский район, Кузнецова ул,98А",Ивановская область, Иваново, Фрунзенский, Кузнецова ,98А,57.008146,40.9477671,1750000
2304.110054,44,32,6,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,153," Иваново,  Октябрьский район, Пограничный пер,80",Ивановская область, Иваново, Октябрьский, Пограничный пер,80,57.0178411,40.9743494,1600000
3626.208416,42,21,9,,1,False,14,,17,,,,,,False,False,False,,,,,,,False,154," Иваново,  Ленинский район, ",Ивановская область, Иваново, Ленинский, ,,56.9726955,41.0108145,1500000
6816.647686,37,20,10,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,155," Иваново,  Ленинский район, Кохомское ш,8",Ивановская область, Иваново, Ленинский, Кохомское ш,8,56.9524984,41.0482317,1460000
2187.19091,39,25,5,,2,False,5,1971,5,2,,3,5,,False,True,False,,,,,,,False,156," Иваново,  Фрунзенский район, Лебедева-Кумача ул,2",Ивановская область, Иваново, Фрунзенский, Лебедева-Кумача ,2,57.002191,40.936499,1700000
2647.740237,34,23,6,,2,False,1,1959,2,1,,1,5,,False,True,False,,,,,,,False,157," Иваново,  Фрунзенский район, Героя Советского Союза Сахарова ул,9",Ивановская область, Иваново, Фрунзенский, Героя Советского Союза Сахарова ,9,57.012905,40.938583,1240000
3607.21124,28,19,5,,1,False,3,1975,5,2,,3,5,,False,True,False,,,,,,,False,158," Иваново,  Ленинский район, Чапаева 2-я ул,65",Ивановская область, Иваново, Ленинский, Чапаева 2-я ,65,56.970941,41.0062721,1250000
4475.458125,43,29,6,,2,False,4,1971,5,1,,3,5,,False,True,False,,,,,,,False,159," Иваново,  Ленинский район, Шубиных ул,17",Ивановская область, Иваново, Ленинский, Шубиных ,17,56.9628314,41.0097165,1870000
4327.912501,40,28,6,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,160," Иваново,  Ленинский район, Строителей пр-кт,56",Ивановская область, Иваново, Ленинский, Строителей пр-кт,56,56.961218,40.998469,1800000
606.4174912,50,32,8,,2,False,5,,6,,,,,,False,False,False,,,,,,,False,161," Иваново,  Фрунзенский район, Мархлевского ул,31А",Ивановская область, Иваново, Фрунзенский, Мархлевского ,31А,56.9989106,40.9619016,2250000
7164.418118,53,35,10,,2,False,3,,9,,,,,,False,False,False,,,,,,,False,162," Иваново,  Ленинский район, Кохомское ш,17",Ивановская область, Иваново, Ленинский, Кохомское ш,17,56.9526113,41.056598,2700000
3626.208416,60,31,14,,2,False,10,,17,,,,,,False,False,False,,,,,,,False,163," Иваново,  Ленинский район, ",Ивановская область, Иваново, Ленинский, ,,56.9726955,41.0108145,2300000
5834.017764,67,44,6,,4,False,1,1984,5,2,,3,4,,False,True,False,,,,,,,False,164," Иваново,  Октябрьский район, Водопроводная 1-я ул,80",Ивановская область, Иваново, Октябрьский, Водопроводная 1-я ,80,57.037357,40.909503,2100000
2069.619779,41,28,6,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,165," Иваново,  Фрунзенский район, Красных Зорь ул",Ивановская область, Иваново, Фрунзенский, Красных Зорь ул,,57.0031743,40.9390652,1680000
3186.221263,52,20,24,,3,False,5,1964,5,1,,3,5,,True,False,False,,,,,,,False,166," Иваново,  Фрунзенский район, Ташкентская ул,95",Ивановская область, Иваново, Фрунзенский, Ташкентская ,95,56.968771,40.9651901,2200000
2519.743939,30,17,6,,1,False,5,1964,5,1,,3,5,,False,True,False,,,,,,,False,167," Иваново,  Октябрьский район, Войкова ул,20",Ивановская область, Иваново, Октябрьский, Войкова ,20,57.019481,40.9640141,1350000
1115.943503,49,30,8,,2,False,2,1941,3,1,,1,5,,False,True,False,,,,,,,False,168," Иваново,  Фрунзенский район, Красных Зорь ул,9",Ивановская область, Иваново, Фрунзенский, Красных Зорь ,9,57.0010787,40.9544227,1900000
2474.344662,72,52,10,,3,False,1,,5,,,,,,False,False,False,,,,,,,False,169," Иваново,  Ленинский район, Полевая 1-я пл",Ивановская область, Иваново, Ленинский, Полевая 1-я пл,,56.9752859,40.978288,3300000
5607.450884,43,29,6,,2,False,1,1970,5,2,,3,4,,False,True,False,,,,,,,False,170," Иваново,  Советский район, Лагерная 2-я ул,57",Ивановская область, Иваново, Советский, Лагерная 2-я ,57,56.9737707,41.0532697,1600000
5527.37045,126,80,12,,3,False,5,,6,,,,,,False,False,False,,,,,,,False,171," Иваново,  Октябрьский район, Минская ул",Ивановская область, Иваново, Октябрьский, Минская ул,,57.0446483,40.9444397,3500000
2865.54992,38,19,9,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,172," Иваново,  Фрунзенский район, Силикатный пер,44",Ивановская область, Иваново, Фрунзенский, Силикатный пер,44,56.978993,40.937982,1500000
6978.488309,48,28,9,,2,False,1,,9,,,,,,False,False,False,,,,,,,False,173," Иваново,  Ленинский район, Кохомское ш,11",Ивановская область, Иваново, Ленинский, Кохомское ш,11,56.9518486,41.0508535,1950000
3851.335708,47,31,6,,2,False,2,1963,5,2,,3,4,,False,True,False,,,,,,,False,174," Иваново,  Ленинский район, Демьяна Бедного ул,117",Ивановская область, Иваново, Ленинский, Демьяна Бедного ,117,56.9682813,41.0062831,1800000
3960.165833,32,17,6,,1,False,2,1963,4,1,,3,5,,False,True,False,,,,,,,False,175," Иваново,  Октябрьский район, Фрунзе ул,21",Ивановская область, Иваново, Октябрьский, Фрунзе ,21,57.0327655,40.9692979,1290000
4949.727019,60,43,6,,4,False,3,1975,5,,,,4,,True,False,False,,,,,,,False,176," Иваново,  Ленинский район, Шубиных ул,26 А",Ивановская область, Иваново, Ленинский, Шубиных ,26А,56.9581484,41.0104574,2400000
2232.982034,34,21,13,,1,False,1,,10,,,,,,False,False,False,,,,,,,False,177," Иваново,  Ленинский район, Голубева ул,2",Ивановская область, Иваново, Ленинский, Голубева ,2,56.981177,40.993567,1566000
2857.73596,33,12,10,,1,False,8,,15,,,,,,False,False,False,,,,,,,False,178," Иваново,  Фрунзенский район, Воронина ул,5А",Ивановская область, Иваново, Фрунзенский, Воронина ,5А,56.971523,40.9709699,1424000
2857.73596,50,20,16,,1,False,10,,15,,,,,,False,False,False,,,,,,,False,179," Иваново,  Фрунзенский район, Воронина ул,5А",Ивановская область, Иваново, Фрунзенский, Воронина ,5А,56.971523,40.9709699,2165000
2857.73596,73,38,14,,3,False,10,,15,,,,,,False,False,False,,,,,,,False,180," Иваново,  Фрунзенский район, Воронина ул,5А",Ивановская область, Иваново, Фрунзенский, Воронина ,5А,56.971523,40.9709699,3091000
2857.73596,55,26,11,,2,False,7,,15,,,,,,False,False,False,,,,,,,False,181," Иваново,  Фрунзенский район, Воронина ул,5А",Ивановская область, Иваново, Фрунзенский, Воронина ,5А,56.971523,40.9709699,2288000
